"Cardroom","Username","Nickname","Country","Signup date + time","Frozen","Signup IP","Signup serial","Date first rake/fee","Player Code","Lifetime Rake","Lifetime Fee"
"netbetuk","NETB6839FCFFF5B8","NETB6839FCFFF5B8","United Kingdom","2026-03-17 23:13:40","Not frozen",NULL,NULL,NULL,"39744262",NULL,NULL
"efortuna","Florin78L","Florin78L1","Romania","2026-03-17 22:51:05","Not frozen","79.114.77.133","d0291088-74d5-472b-ab93-6c05676ea84d","2026-03-17 00:00:00","39744132","0","0.21000000067042704"
"betsson.com","1147799777","jupiterblue817","Chile","2026-03-17 19:35:20","Not frozen",NULL,NULL,NULL,"39743146",NULL,NULL
"netbetro","NETBF93CEF652DCA","NETBF93CEF652DCA","Romania","2026-03-17 23:45:20","Not frozen",NULL,NULL,NULL,"39744411",NULL,NULL
"paddypowerpoker.com","302820873","robotladder573","United Kingdom","2026-03-17 16:18:52","Not frozen","51.14.217.143","7d9df11044ab69eef8233eededb7eed5",NULL,"39742177",NULL,NULL
"svenskaspel","111472439","Vivacioustree27","Sweden","2026-03-17 20:25:59","Not frozen","77.218.230.247","3949023cd2f5e86331e4ec78f4b6df11",NULL,"39743352",NULL,NULL
"poker770mt","NETBBBE050D05C53","NETBBBE050D05C53","New Zealand","2026-03-17 18:45:00","Not frozen",NULL,NULL,NULL,"39742875",NULL,NULL
"sportiumbet.mx","Carloslop26","Carloslop26","Mexico","2026-03-17 19:38:10","Not frozen",NULL,NULL,NULL,"39743160",NULL,NULL
"bet365poker","284A0FE65043458A9C82E2D25AE0E16A","saturnhot1753","United Kingdom","2026-03-17 17:45:00","Not frozen","109.181.233.132","8f7dbba04476fe37771f8da07a88a0d7",NULL,"39742563",NULL,NULL
"bet365poker","HARINAMBISAN","kniferound18","United Kingdom","2026-03-17 18:06:13","Not frozen","86.140.99.192","8b09919e6bbe8c99ec3802a4433db7b5",NULL,"39742663",NULL,NULL
"sportiumbet.mx","Gumer233","Gumer233","Mexico","2026-03-18 00:45:30","Not frozen",NULL,NULL,NULL,"39744682",NULL,NULL
"betfredew5","PF11430668","PF11430668","United Kingdom","2026-03-17 22:56:40","Not frozen",NULL,"ca4753989923e8c589cf19c70db6a355",NULL,"39744165",NULL,NULL
"whpoker","Sparkster1970","Sparkster1970","United Kingdom","2026-03-17 22:12:51","Not frozen","95.131.184.34","e86d9840f05558d6f3feecc911ab6ad3","2026-03-17 00:00:00","39743908","16.464993999999997","0"
"bifortuna.cz","tomek19837","tomek19837","Czech Republic","2026-03-17 23:57:33","Not frozen","109.81.27.153","30c19f69ca72d853922fc471b74851b3","2026-03-18 00:00:00","39744463","0.344034","0"
"bifortuna.cz","tekutyKAPR","tekutyKAPR","Czech Republic","2026-03-17 16:11:17","Not frozen","85.207.96.32","2fdece9f7b1b488925302437f1e47d2a",NULL,"39742143",NULL,NULL
"netbetuk","NETB320FD42B8A0D","NETB320FD42B8A0D","United Kingdom","2026-03-18 00:57:40","Not frozen",NULL,NULL,NULL,"39744731",NULL,NULL
"championpoker","Pantufa07","Pantufa07","Brazil","2026-03-18 00:06:00","Not frozen","186.226.33.227","cuilrk11787",NULL,"39744511",NULL,NULL
"bet365poker.gr","ILXAN1989","trooperflower36","Greece","2026-03-18 03:10:18","Not frozen","62.103.249.31","16b8c99b3ea20b2c5e60b31a920824ca",NULL,"39745218",NULL,NULL
"sportiumbet.mx","Obdulia1981@","Obdulia1981","Mexico","2026-03-17 21:33:20","Not frozen",NULL,NULL,NULL,"39743677",NULL,NULL
"betsson.com","1648068472","wallshort818","Chile","2026-03-17 19:10:40","Not frozen",NULL,NULL,NULL,"39743001",NULL,NULL
"netbetro","NETB1B146E6F86DE","NETB1B146E6F86DE","Romania","2026-03-17 19:56:40","Not frozen",NULL,NULL,NULL,"39743257",NULL,NULL
"betsson.com","1694389712","Dedicatedtrue32","Chile","2026-03-17 23:13:30","Not frozen",NULL,NULL,NULL,"39744261",NULL,NULL
"bet365poker","GAMEOVERMMA","Seasonediron96","Finland","2026-03-17 17:16:29","Not frozen","104.28.131.30","a37dc8f48701907faa4bf506b1fe5d52","2026-03-17 00:00:00","39742440","10.315579","0"
"paddypowerpoker.com","300446325","Stronghappy885","Ireland","2026-03-17 10:49:08","Not frozen","86.40.15.128","7jcirk14770","2026-03-17 00:00:00","39741026","2.80861262495039","0"
"coolbet","BBY68o6D","Strongshort63","Chile","2026-03-17 21:41:44","Not frozen","200.28.211.159","f4272f606bc96a88ab3c35d5db59e0cd",NULL,"39743723",NULL,NULL
"netbetro","NETB0DEDBED44517","NETB0DEDBED44517","Romania","2026-03-17 17:10:00","Not frozen",NULL,NULL,NULL,"39742413",NULL,NULL
"netbetro","NETBF44FACA88E58","NETBF44FACA88E58","Romania","2026-03-17 14:29:00","Not frozen",NULL,NULL,NULL,"39741747",NULL,NULL
"sportiumbet.mx","Mirna1968","Mirna1968","Mexico","2026-03-17 23:30:30","Not frozen",NULL,NULL,NULL,"39744347",NULL,NULL
"sportiumbet.mx","Juanitos1969","Juanitos1969","Mexico","2026-03-18 00:06:10","Not frozen",NULL,NULL,NULL,"39744512",NULL,NULL
"betsafe.lv","1062200951","gb22","Latvia","2026-03-17 23:18:13","Not frozen","104.28.31.29","f2c2cfcf172525f78191a0ba3c9773d3","2026-03-17 00:00:00","39744281","3.005632","0.01"
"netbetro","NETB35C11367F88C","NETB35C11367F88C","Romania","2026-03-17 17:10:30","Not frozen",NULL,NULL,NULL,"39742418",NULL,NULL
"sportiumbet.mx","ELENA197","ELENA1971","Mexico","2026-03-17 14:09:40","Not frozen",NULL,NULL,NULL,"39741665",NULL,NULL
"netbetuk","NETB92C3B82911BF","NETB92C3B82911BF","United Kingdom","2026-03-17 12:17:40","Not frozen",NULL,NULL,NULL,"39741288",NULL,NULL
"paddypowerpoker.com","306438144","angelrough975","United Kingdom","2026-03-17 19:24:07","Not frozen","88.97.194.126","a91bcc8c74390c26b294522378196e83",NULL,"39743077",NULL,NULL
"efortuna","MONICA199210","MONICA199210","Romania","2026-03-17 15:59:25","Not frozen","93.122.248.253","d11b2a4bcc46c0c95a15cd19a77233b1",NULL,"39742096",NULL,NULL
"whpoker","Louish31","Louish31","United Kingdom","2026-03-18 02:18:39","Not frozen","95.131.184.34","A1AC4DA6-F0D2-4EBC-B6A1-80AF28CF1027","2026-03-18 00:00:00","39745033","8.900557","4.499999998182653"
"efortuna","gina152","gina152","Romania","2026-03-17 18:15:00","Not frozen","37.251.222.223","9d591a37-a23b-4bcb-8ada-c9674da3cfec","2026-03-17 00:00:00","39742711","0","0.03000000009577529"
"netbetuk","NETB3D2DAE2FD678","NETB3D2DAE2FD678","United Kingdom","2026-03-17 15:31:00","Not frozen",NULL,NULL,NULL,"39741994",NULL,NULL
"sportiumbet.mx","BRENDA2245","BRENDA2245","Mexico","2026-03-17 16:35:50","Not frozen",NULL,NULL,NULL,"39742261",NULL,NULL
"sportiumbet.mx","Carmenalondra18","Carmenalondra18","Mexico","2026-03-17 22:37:40","Not frozen",NULL,NULL,NULL,"39744059",NULL,NULL
"netbetro","NETBFB16FA499557","NETBFB16FA499557","Romania","2026-03-17 10:13:30","Not frozen",NULL,NULL,NULL,"39740916",NULL,NULL
"netbetro","NETBF68A23145780","NETBF68A23145780","Romania","2026-03-17 17:44:00","Not frozen",NULL,NULL,NULL,"39742555",NULL,NULL
"efortuna","Marian11339","Marian113391","Romania","2026-03-17 16:17:51","Initial frozen","86.121.251.227","acff8901-e900-42d3-9e2f-6aee4d75a1b0","2026-03-17 00:00:00","39742172","0","0.03000000009577529"
"codere.mx","acevedoleo0","jumpertough543","Mexico","2026-03-18 03:20:49","Not frozen","189.225.160.103","0a33a56b67b6e3aae984fe3787c15680","2026-03-18 00:00:00","39745253","0.05379199999999996","0"
"netbetro","NETBA5FF8479C5FC","NETBA5FF8479C5FC","Romania","2026-03-17 18:42:10","Not frozen",NULL,NULL,NULL,"39742863",NULL,NULL
"bet365poker.bap","MIRHOM","gunspear14","Argentina","2026-03-17 18:54:08","Not frozen","201.252.141.207","a50d4c88b498cd3380a44946d2efc946",NULL,"39742917",NULL,NULL
"bet365poker","GBOOTHBY","sharkisland94","United Kingdom","2026-03-17 23:30:12","Not frozen","90.219.149.101","301d545211f2a00711c035629cc13aa6","2026-03-17 00:00:00","39744344","0.05254499999999999","0"
"paddypowerpoker.com","46921593","lionstorm597","United Kingdom","2026-03-17 18:39:05","Not frozen","77.96.254.93","a6613362-36b3-4d31-9842-11a9eee2c5d8",NULL,"39742843",NULL,NULL
"sportiumbet.mx","efrain10_@","efrain10","Mexico","2026-03-17 16:22:00","Not frozen",NULL,NULL,NULL,"39742190",NULL,NULL
"sportiumbet.mx","Maylop268","Maylop268","Mexico","2026-03-18 00:20:10","Not frozen",NULL,NULL,NULL,"39744572",NULL,NULL
"sportiumbet.mx","Conchis93","Conchis93","Mexico","2026-03-17 20:08:10","Not frozen",NULL,NULL,NULL,"39743290",NULL,NULL
"netbetuk","NETB9816C7ABEF70","NETB9816C7ABEF70","United Kingdom","2026-03-17 22:24:20","Not frozen",NULL,NULL,NULL,"39743974",NULL,NULL
"betsson.com","1803745183","wardenbig223","Chile","2026-03-18 03:31:00","Not frozen",NULL,NULL,NULL,"39745293",NULL,NULL
"codere.mx","Elhugo1206","dragongem68","Mexico","2026-03-18 00:15:40","Not frozen","187.189.187.45","b8bfd097490a9c016688778e6c677f7b",NULL,"39744552",NULL,NULL
"netbetro","NETB6B80B0526E86","NETB6B80B0526E86","Romania","2026-03-17 15:12:00","Not frozen",NULL,NULL,NULL,"39741922",NULL,NULL
"sportiumbet.mx","Mvp1034","Mvp1034","Mexico","2026-03-17 20:06:20","Not frozen",NULL,NULL,NULL,"39743284",NULL,NULL
"efortuna","LuluLuluLulu1975","LuluLuluLulu1975","Romania","2026-03-17 13:56:30","Not frozen","46.97.176.1","cdd0235f-2ce0-4ae4-abde-cecf9a58e2ec","2026-03-17 00:00:00","39741593","0","0.03000000009577529"
"netbetro","NETBE3022FBAB3A9","NETBE3022FBAB3A9","Romania","2026-03-17 16:52:40","Not frozen",NULL,NULL,NULL,"39742326",NULL,NULL
"netbetgr","NETBB9B2B742F42F","NETBB9B2B742F42F","Greece","2026-03-17 23:09:20","Not frozen",NULL,NULL,NULL,"39744237",NULL,NULL
"betfredew5","PF14744294","fhxd","United Kingdom","2026-03-17 14:55:55","Not frozen","77.86.3.168","579202b91f350ce831a5c2f5883c4668",NULL,"39741869","0","0"
"netbetuk","NETB4A1E349D5D1E","NETB4A1E349D5D1E","United Kingdom","2026-03-17 10:33:30","Not frozen",NULL,NULL,NULL,"39740970",NULL,NULL
"sportiumbet.mx","Paoo05100","Paoo05100","Mexico","2026-03-17 10:18:40","Not frozen",NULL,NULL,NULL,"39740931",NULL,NULL
"netbetuk","NETB7439E451F812","NETB7439E451F812","United Kingdom","2026-03-17 16:50:40","Not frozen",NULL,NULL,NULL,"39742317",NULL,NULL
"netbetuk","NETB27EBD6E83E95","NETB27EBD6E83E95","United Kingdom","2026-03-17 18:19:50","Not frozen",NULL,NULL,NULL,"39742736",NULL,NULL
"bet365poker","LUIMARTIN42","straightbrick21","United Kingdom","2026-03-18 00:11:31","Not frozen","31.127.53.58","700a699c11cffa72d539d33d62c0c1dc",NULL,"39744536",NULL,NULL
"netbetro","NETB046A01099BA8","NETB046A01099BA8","Romania","2026-03-17 19:06:20","Not frozen",NULL,NULL,NULL,"39742978",NULL,NULL
"bet365poker","ETAS1001","erch6","United Kingdom","2026-03-17 21:38:19","Not frozen","148.252.128.25","677cf040974a5d737a470858334a24d8","2026-03-17 00:00:00","39743703","6.133272","0"
"sportiumbet.mx","Sam1412","Sam1412","Mexico","2026-03-17 19:54:30","Not frozen",NULL,NULL,NULL,"39743248",NULL,NULL
"netbetuk","NETB582FAB887F44","NETB582FAB887F44","United Kingdom","2026-03-17 11:20:40","Not frozen",NULL,NULL,NULL,"39741130",NULL,NULL
"sportiumbet.mx","Bulmaro1988","Bulmaro1988","Mexico","2026-03-17 21:38:50","Not frozen",NULL,NULL,NULL,"39743707",NULL,NULL
"sportiumbet.mx","Edgarportugal21","Edgarportugal21","Mexico","2026-03-17 15:22:00","Not frozen",NULL,NULL,NULL,"39741963",NULL,NULL
"netbetro","NETBF2867D8CA5BB","NETBF2867D8CA5BB","Romania","2026-03-17 19:42:30","Not frozen",NULL,NULL,NULL,"39743180",NULL,NULL
"coolbet","ldqDFhJv","wardenicy55","Chile","2026-03-17 23:16:48","Not frozen","179.60.76.120","1e78a698a9d91b33ac22993b94645ed6",NULL,"39744272",NULL,NULL
"netbetgr","NETB9507A01D7B22","NETB9507A01D7B22","Greece","2026-03-17 13:16:10","Not frozen",NULL,NULL,NULL,"39741454",NULL,NULL
"netbetuk","NETBD92E508B4922","NETBD92E508B4922","United Kingdom","2026-03-17 15:20:20","Not frozen",NULL,NULL,NULL,"39741953",NULL,NULL
"sportiumbet.mx","Rosanelly77","Rosanelly77","Mexico","2026-03-17 15:57:10","Not frozen",NULL,NULL,NULL,"39742081",NULL,NULL
"sportiumbet.mx","pakonews27","pakonews27","Mexico","2026-03-18 00:33:20","Not frozen",NULL,NULL,NULL,"39744635",NULL,NULL
"netbetro","NETB2B7CE42E7266","NETB2B7CE42E7266","Romania","2026-03-17 20:48:50","Not frozen",NULL,NULL,NULL,"39743460",NULL,NULL
"paddypowerpoker.com","74949663","lioncrown416","United Kingdom","2026-03-17 18:37:55","Not frozen","77.97.254.5","54d44f22ee3623ef45a652c3e685bade",NULL,"39742835",NULL,NULL
"bet365poker.se","CURTAINHOUSERJ","Roysan","Sweden","2026-03-17 10:36:00","Not frozen","213.67.112.124","hibirk12349",NULL,"39740979",NULL,NULL
"efortuna","slimshady28","slimshady28","Romania","2026-03-17 20:48:36","Not frozen","213.233.85.23","24B68836-AE47-41A4-BB26-E81F890ACD96","2026-03-17 00:00:00","39743459","0","0.05000000015962548"
"netbetro","NETB2F9C4D4CDC34","NETB2F9C4D4CDC34","Romania","2026-03-18 02:24:20","Not frozen",NULL,NULL,NULL,"39745053",NULL,NULL
"betfredew5","PF7982412","PF7982412","United Kingdom","2026-03-18 01:09:08","Not frozen",NULL,"2feda532f7e481480a3317cb591cbcca",NULL,"39744774",NULL,NULL
"paddypowerpoker.com","305575340","robotstorm99","United Kingdom","2026-03-17 14:14:43","Not frozen","82.44.221.100","f71b418b4a45782c24fe1bc5c93e001a",NULL,"39741687",NULL,NULL
"sportiumbet.mx","MICKY102","MICKY102","Mexico","2026-03-17 13:24:30","Not frozen",NULL,NULL,NULL,"39741487",NULL,NULL
"betsson.com","1366208863","Geniusglobe37","Chile","2026-03-17 20:00:10","Not frozen",NULL,NULL,NULL,"39743269",NULL,NULL
"sportiumbet.mx","Chiina26","Chiina26","Mexico","2026-03-17 11:21:20","Not frozen",NULL,NULL,NULL,"39741132",NULL,NULL
"betsson.com","1900873708","Dynamicable51","Chile","2026-03-17 16:50:40","Not frozen",NULL,NULL,NULL,"39742316",NULL,NULL
"sportiumbet.mx","anakin1012","anakin1012","Mexico","2026-03-17 23:37:20","Not frozen",NULL,NULL,NULL,"39744371",NULL,NULL
"skypoker.com","502152418","502152418","United Kingdom","2026-03-18 01:17:09","Not frozen",NULL,"e187cc626f21c2da834fd2b540c24120",NULL,"39744801",NULL,NULL
"poker770mt","NETBD2AD386D696E","NETBD2AD386D696E","Finland","2026-03-17 11:36:10","Not frozen",NULL,NULL,NULL,"39741177",NULL,NULL
"sportiumbet.mx","ROSA1610","ROSA1610","Mexico","2026-03-18 00:58:20","Not frozen",NULL,NULL,NULL,"39744734",NULL,NULL
"hollandcasino","39R9916108","tripshungry434","Netherlands","2026-03-17 15:56:37","Not frozen","188.207.116.177","d44d5de598e90ef42cd88d0f31e60929",NULL,"39742077",NULL,NULL
"netbetuk","NETB1C30CD33D378","NETB1C30CD33D378","United Kingdom","2026-03-17 10:46:30","Not frozen",NULL,NULL,NULL,"39741015",NULL,NULL
"netbetuk","NETB80B0E93B1627","NETB80B0E93B1627","United Kingdom","2026-03-17 10:18:00","Not frozen",NULL,NULL,NULL,"39740928",NULL,NULL
"teammexico.mx","1419269","1405Mar","Mexico","2026-03-17 17:07:56","Not frozen","187.190.180.27","6c586b0994344f8120ee3def7f901efb",NULL,"39742397",NULL,NULL
"paddypowerpoker.com","80139453","rosedawn214","United Kingdom","2026-03-18 02:52:16","Not frozen","82.16.197.65","e5b064e2e6c1e5b4a85f3ab1ded6a4f1",NULL,"39745157",NULL,NULL
"bet365poker","GIGI0626","monkeytower72","United Kingdom","2026-03-17 17:46:27","Not frozen","92.40.177.17","8c8e7e1bbf8eab0611cd8fff866b9d24",NULL,"39742571",NULL,NULL
"sportiumbet.mx","Ferluchas15825","Ferluchas15825","Mexico","2026-03-18 03:41:50","Not frozen",NULL,NULL,NULL,"39745335",NULL,NULL
"betfredew5","PF14745437","tonymont88","United Kingdom","2026-03-17 18:10:19","Not frozen","92.40.200.157","3fb69e476b88fc43efce90e2cd1fa753",NULL,"39742675",NULL,NULL
"poker770mt","NETBE55139D356F8","NETBE55139D356F8","Ireland","2026-03-18 00:15:50","Not frozen",NULL,NULL,NULL,"39744553",NULL,NULL
"netbetuk","NETB05DDFBA62336","NETB05DDFBA62336","United Kingdom","2026-03-17 10:16:30","Not frozen",NULL,NULL,NULL,"39740924",NULL,NULL
"sportiumbet.mx","Mireya1997","Mireya1997","Mexico","2026-03-18 00:21:30","Not frozen",NULL,NULL,NULL,"39744578",NULL,NULL
"sportiumbet.mx","Dwefieg3023","Dwefieg3023","Mexico","2026-03-17 10:12:30","Not frozen",NULL,NULL,NULL,"39740911",NULL,NULL
"grosvenor.poker","10036303","wallmind225","United Kingdom","2026-03-17 20:43:35","Not frozen","94.10.98.44","0910edc1275fdc9fef6b941f9a546466",NULL,"39743434",NULL,NULL
"netbetro","NETB97634048EF56","NETB97634048EF56","Romania","2026-03-17 14:41:10","Not frozen",NULL,NULL,NULL,"39741802",NULL,NULL
"whpoker","TABRASH","TABRASH","United Kingdom","2026-03-17 19:29:48","Not frozen","127.0.0.1","3448b827347549b6fdc0f5903aec2f5b","2026-03-17 00:00:00","39743117","0.413084","0"
"netbetro","NETB03BF06E67AE4","NETB03BF06E67AE4","Romania","2026-03-17 19:06:10","Not frozen",NULL,NULL,NULL,"39742975",NULL,NULL
"whpoker","Frazerblake","Frazerblake","United Kingdom","2026-03-17 22:17:08","Not frozen","95.131.184.34","cacfde3758e44733be5f6e654b9b5758","2026-03-17 00:00:00","39743927","90.803505","0"
"betfredew5","PF12966446","kikikikjuu","United Kingdom","2026-03-17 23:40:27","Not frozen","90.203.96.132","cd5b17892214d765ffa1bba4dda67acf",NULL,"39744387",NULL,NULL
"skypoker.com","505397242","505397242","United Kingdom","2026-03-18 02:59:59","Not frozen","82.28.195.194","763824bb1a587e2dc181ebb032fd8482",NULL,"39745187",NULL,NULL
"sportiumbet.mx","Evelinmichh12","Evelinmichh12","Mexico","2026-03-17 11:52:20","Not frozen",NULL,NULL,NULL,"39741227",NULL,NULL
"sportiumbet.mx","Cordovarm88","Cordovarm88","Mexico","2026-03-17 20:36:40","Not frozen",NULL,NULL,NULL,"39743402",NULL,NULL
"netbetro","NETB695C30BC96F8","NETB695C30BC96F8","Romania","2026-03-17 16:53:10","Not frozen",NULL,NULL,NULL,"39742332",NULL,NULL
"poker770mt","NETB2DABCAC16E6A","NETB2DABCAC16E6A","Bangladesh","2026-03-17 18:00:30","Not frozen",NULL,NULL,NULL,"39742632",NULL,NULL
"betfredew5","PF8649538","fritwelldave","United Kingdom","2026-03-17 13:22:05","Not frozen","31.94.14.248","d85c45568e155ad2ab0cb071634ddf20",NULL,"39741478","0","0"
"atlanticcity.pe","1.554199","1554199","Peru","2026-03-17 18:16:33","Not frozen","38.191.84.20","20cd9f561fc09002fdd83a8980d4ae30",NULL,"39742722",NULL,NULL
"paddypowerpoker.com","306314077","Clevertree414","United Kingdom","2026-03-18 01:06:36","Not frozen","51.198.149.181","06af530f35c96735cac44910d5e74fd2",NULL,"39744752",NULL,NULL
"sportiumbet.mx","Rafael191919","Rafael191919","Mexico","2026-03-17 15:57:20","Not frozen",NULL,NULL,NULL,"39742084",NULL,NULL
"bet365poker.bg","GA8RB4O49MK1JF","duckbrave712","Bulgaria","2026-03-17 14:42:36","Not frozen","85.118.81.38","9f6b6f0d901359e79279d4ef64a6c384",NULL,"39741812",NULL,NULL
"bet365poker.gr","SOLISABRA20223","Radiantorchid29","Greece","2026-03-17 10:11:39","Not frozen","31.152.63.35","7c45e4caedf442989126ba0aac77a004",NULL,"39740903",NULL,NULL
"efortuna","SoulBet3","SoulBet3","Romania","2026-03-17 14:29:07","Not frozen","212.93.128.24","03DE1008-C8C6-42AD-8B27-771D2E6E7B7A",NULL,"39741748",NULL,NULL
"sportiumbet.mx","Vicman98st","Vicman98st","Mexico","2026-03-17 23:10:00","Not frozen",NULL,NULL,NULL,"39744243",NULL,NULL
"netbetuk","NETBC58E86B0FFB2","NETBC58E86B0FFB2","United Kingdom","2026-03-17 12:45:10","Not frozen",NULL,NULL,NULL,"39741360",NULL,NULL
"redstar","wafafitest","wafafitest","Unknown","2026-03-17 14:52:00","Not frozen",NULL,NULL,NULL,"39741846",NULL,NULL
"sportiumbet.mx","Beti902","Beti9021","Mexico","2026-03-17 14:07:40","Not frozen",NULL,NULL,NULL,"39741657",NULL,NULL
"netbetgr","NETBB173A6DF9920","NETBB173A6DF9920","Greece","2026-03-17 13:58:40","Not frozen",NULL,NULL,NULL,"39741597",NULL,NULL
"sportiumbet.mx","Raymundo1236","Raymundo1236","Mexico","2026-03-17 20:27:10","Not frozen",NULL,NULL,NULL,"39743359",NULL,NULL
"netbetro","NETB66E77079363D","NETB66E77079363D","Romania","2026-03-17 17:15:50","Not frozen",NULL,NULL,NULL,"39742439",NULL,NULL
"bet365poker","DANDASAITEJA1997","Patientloyal72","United Kingdom","2026-03-17 18:28:49","Not frozen","109.181.67.81","ebc37e61eb972e1aa731557724b5782b",NULL,"39742777",NULL,NULL
"efortuna","Surpeteanumihai","Surpeteanumihai1","Romania","2026-03-17 14:01:21","Not frozen","93.122.251.246","FC602BD8-4D9C-46BC-94E0-07DF2A86D8EE","2026-03-17 00:00:00","39741620","0","0.14000000044695135"
"codere.mx","GerardoErnesto","fishsea493","Mexico","2026-03-17 11:30:34","Not frozen","201.127.219.144","1c066a5780010b1ba4330c8bbab9842a",NULL,"39741156",NULL,NULL
"betfredew5","PF14456393","sjjddjxuduu","United Kingdom","2026-03-17 22:46:36","Not frozen","82.132.237.114","e33c51fc4828c78b20b3e8ab4e0316eb",NULL,"39744109",NULL,NULL
"teammexico.mx","1344602","1344602","Mexico","2026-03-18 02:39:30","Not frozen","200.68.152.69","c87f51c40bc877a568dd98c613b06d70",NULL,"39745112",NULL,NULL
"sportiumbet.mx","Andrea121","Andrea1211","Mexico","2026-03-17 15:56:50","Not frozen",NULL,NULL,NULL,"39742078",NULL,NULL
"latamwin","DANI261022","DANI261022","Chile","2026-03-18 04:01:34","Not frozen","200.28.211.159","b83696d7c89ac58470d2779506efdbf2",NULL,"39745403",NULL,NULL
"redstar","isl012","montana12","Russia","2026-03-17 17:40:00","Not frozen","195.19.124.78","a7aaa65b-b3bf-4492-8761-57012e28eeb6","2026-03-17 00:00:00","39742542","0","0.06999998510793878"
"netbetuk","TEST786977410871","TEST786977410871","United Kingdom","2026-03-17 12:46:40","Not frozen",NULL,NULL,NULL,"39741362",NULL,NULL
"sportiumbet.mx","Valeria5380","Valeria5380","Mexico","2026-03-17 20:02:40","Not frozen",NULL,NULL,NULL,"39743274",NULL,NULL
"netbetro","NETB6F2A2D5272AD","NETB6F2A2D5272AD","Romania","2026-03-17 17:09:00","Not frozen",NULL,NULL,NULL,"39742407",NULL,NULL
"ninjacasino.ee","295539","295539","Finland","2026-03-17 15:03:24","Not frozen","37.33.224.193","3b1be327eb2d02885c6425c5cdde0297",NULL,"39741891",NULL,NULL
"sportiumbet.mx","Apolo108","Apolo108","Mexico","2026-03-17 22:43:20","Not frozen",NULL,NULL,NULL,"39744094",NULL,NULL
"netbetro","NETB3B61F8A470FD","NETB3B61F8A470FD","Romania","2026-03-17 13:00:20","Not frozen",NULL,NULL,NULL,"39741397",NULL,NULL
"netbetuk","NETBE05A5A1FEBF2","NETBE05A5A1FEBF2","United Kingdom","2026-03-17 17:53:50","Not frozen",NULL,NULL,NULL,"39742601",NULL,NULL
"sportiumbet.mx","Mitch3@","Mitch34","Mexico","2026-03-17 22:32:30","Not frozen",NULL,NULL,NULL,"39744021",NULL,NULL
"sportiumbet.mx","Peal1996","Peal1996","Mexico","2026-03-17 22:11:30","Not frozen",NULL,NULL,NULL,"39743892",NULL,NULL
"netbetro","NETBBB1BC7F45E6C","NETBBB1BC7F45E6C","Romania","2026-03-17 18:38:50","Not frozen",NULL,NULL,NULL,"39742841",NULL,NULL
"teammexico.mx","1417716","1417716","Mexico","2026-03-17 20:40:45","Not frozen","189.218.22.76","2f0dd03bcf6f27014a37fb20bd04c50d",NULL,"39743421",NULL,NULL
"netbetro","NETBB007016178E2","NETBB007016178E2","Romania","2026-03-17 21:02:00","Not frozen",NULL,NULL,NULL,"39743524",NULL,NULL
"netbetgr","NETB07883D828B59","NETB07883D828B59","Greece","2026-03-18 00:46:10","Not frozen",NULL,NULL,NULL,"39744685",NULL,NULL
"netbetro","NETB988C5C0A358A","NETB988C5C0A358A","Romania","2026-03-17 18:11:20","Not frozen",NULL,NULL,NULL,"39742684",NULL,NULL
"sportiumbet.mx","KARINA268","KARINA2681","Mexico","2026-03-17 12:54:30","Not frozen",NULL,NULL,NULL,"39741383",NULL,NULL
"bet365poker.bap","MARIANO_BACI25698","computershell54","Argentina","2026-03-17 21:39:39","Not frozen","181.31.145.112","52762ad788c84c194b170a2b5432f6c5",NULL,"39743711",NULL,NULL
"sportiumbet.mx","Zapatascl1","Zapatascl1","Mexico","2026-03-17 21:44:20","Not frozen",NULL,NULL,NULL,"39743734",NULL,NULL
"sportiumbet.mx","Sasa09","Sasa091","Mexico","2026-03-17 15:45:20","Not frozen",NULL,NULL,NULL,"39742049",NULL,NULL
"efortuna","Erika199807","Erika199807","Romania","2026-03-17 13:30:33","Not frozen","84.232.149.76","ac2dd64b-50d2-4031-abd1-3ea4d4c60e26","2026-03-17 00:00:00","39741513","0","0.07000000022347568"
"sportiumbet.mx","@3Dinoking","3Dinoking","Mexico","2026-03-17 22:29:00","Not frozen",NULL,NULL,NULL,"39744002",NULL,NULL
"poker770mt","NETBDD633B50B895","NETBDD633B50B895","Ireland","2026-03-17 20:57:50","Not frozen",NULL,NULL,NULL,"39743502",NULL,NULL
"sportiumbet.mx","Ihosimar11@","Ihosimar11","Mexico","2026-03-17 12:58:00","Not frozen",NULL,NULL,NULL,"39741391",NULL,NULL
"sportiumbet.mx","Delia1004","Delia1004","Mexico","2026-03-17 23:21:40","Not frozen",NULL,NULL,NULL,"39744297",NULL,NULL
"sportiumbet.mx","AlanUriieL14@","AlanUriieL14","Mexico","2026-03-18 02:33:00","Not frozen",NULL,NULL,NULL,"39745092",NULL,NULL
"paddypowerpoker.com","78762627","dukearrow1648","United Kingdom","2026-03-18 03:17:30","Not frozen","31.94.16.30","96c2f2933090884e56d3df58c983e79e",NULL,"39745243",NULL,NULL
"sportiumbet.mx","Dan86","Dan861","Mexico","2026-03-17 15:28:10","Not frozen",NULL,NULL,NULL,"39741988",NULL,NULL
"sportiumbet.mx","Mihaill886","Mihaill886","Mexico","2026-03-17 12:36:50","Not frozen",NULL,NULL,NULL,"39741337",NULL,NULL
